"prob"	"prior"	"likelihood"	"post"
"82"	0.95	0.999999993813236	0.535403708854808	0.535403708854808
"83"	0.99	0.00999999478556585	0.421147950325548	0.421147950325548
"84"	0.99	0.999999994785566	0.55089309219208	0.55089309219208
"85"	0.69	0.309999984975699	0.467496026325918	0.467496026325918
"86"	0.69	0.999999984975699	0.517750546385711	0.517750546385711
"87"	0.95	0.0499999938132362	0.444230546504066	0.444230546504066
"88"	0.95	0.999999993813236	0.541083741785374	0.541083741785374
"89"	0.99	0.00999999478556585	0.429156070194202	0.429156070194202
"90"	0.99	0.999999994785566	0.556225236350237	0.556225236350237
"91"	0.69	0.309999984975699	0.484843060842975	0.484843060842975
"92"	0.69	0.999999984975699	0.533906120903367	0.533906120903367
"93"	0.95	0.0499999938132362	0.46205128564311	0.46205128564311
"94"	0.95	0.999999993813236	0.556615860876496	0.556615860876496
"95"	0.99	0.00999999478556585	0.447254734339571	0.447254734339571
"96"	0.99	0.999999994785566	0.571331204583206	0.571331204583206
"97"	0.69	0.309999984975699	0.483828831048998	0.483828831048998
"98"	0.69	0.999999984975699	0.53194811411603	0.53194811411603
"99"	0.95	0.0499999938132362	0.461479602862917	0.461479602862917
"100"	0.95	0.999999993813236	0.554230948305909	0.554230948305909
"101"	0.99	0.00999999478556585	0.446969942981764	0.446969942981764
"102"	0.99	0.999999994785566	0.56867487310976	0.56867487310976
"103"	0.69	0.309999984975699	0.475546423628538	0.475546423628538
"104"	0.69	0.999999984975699	0.522324490807464	0.522324490807464
"105"	0.95	0.0499999938132362	0.453852709339868	0.453852709339868
"106"	0.95	0.999999993813236	0.544026671843979	0.544026671843979
"107"	0.99	0.00999999478556585	0.439777282332171	0.439777282332171
"108"	0.99	0.999999994785566	0.558110482009042	0.558110482009042
"109"	0.69	0.309999984975699	0.469947103924003	0.469947103924003
"110"	0.69	0.999999984975699	0.515758007075095	0.515758007075095
"111"	0.95	0.0499999938132362	0.448722344396074	0.448722344396074
"112"	0.95	0.999999993813236	0.537037289241201	0.537037289241201
"113"	0.99	0.00999999478556585	0.434956489555391	0.434956489555391
"114"	0.99	0.999999994785566	0.550857149351605	0.550857149351605
"115"	0.69	0.309999984975699	0.475453035606904	0.475453035606904
"116"	0.69	0.999999984975699	0.520584098624904	0.520584098624904
"117"	0.95	0.0499999938132362	0.454521890974321	0.454521890974321
"118"	0.95	0.999999993813236	0.541529913202167	0.541529913202167
"119"	0.99	0.00999999478556585	0.440938012898611	0.440938012898611
"120"	0.99	0.999999994785566	0.555128319962261	0.555128319962261
"121"	0.69	0.309999984975699	0.483566294539166	0.483566294539166
"122"	0.69	0.999999984975699	0.527912880427532	0.527912880427532
"123"	0.95	0.0499999938132362	0.462969213847041	0.462969213847041
"124"	0.95	0.999999993813236	0.548468932612174	0.548468932612174
"125"	0.99	0.00999999478556585	0.449590693751035	0.449590693751035
"126"	0.99	0.999999994785566	0.561806808089135	0.561806808089135
"127"	0.69	0.309999984975699	0.487447806110178	0.487447806110178
"128"	0.69	0.999999984975699	0.531047224904849	0.531047224904849
"129"	0.95	0.0499999938132362	0.467184088961473	0.467184088961473
"130"	0.95	0.999999993813236	0.551247034191302	0.551247034191302
"131"	0.99	0.00999999478556585	0.454016262986449	0.454016262986449
"132"	0.99	0.999999994785566	0.564351541294781	0.564351541294781
"133"	0.69	0.309999984975699	0.479531995731464	0.479531995731464
"134"	0.69	0.999999984975699	0.522242043520149	0.522242043520149
"135"	0.95	0.0499999938132362	0.459707826566197	0.459707826566197
"136"	0.95	0.999999993813236	0.542060330714452	0.542060330714452
"137"	0.99	0.00999999478556585	0.446833209464394	0.446833209464394
"138"	0.99	0.999999994785566	0.554929122228998	0.554929122228998
"139"	0.69	0.309999984975699	0.477194958923547	0.477194958923547
"140"	0.69	0.999999984975699	0.519348933954291	0.519348933954291
"141"	0.95	0.0499999938132362	0.457636068472465	0.457636068472465
"142"	0.95	0.999999993813236	0.538918982686278	0.538918982686278
"143"	0.99	0.00999999478556585	0.444935368388501	0.444935368388501
"144"	0.99	0.999999994785566	0.551630744826429	0.551630744826429
"145"	0.69	0.309999984975699	0.470675849332926	0.470675849332926
"146"	0.69	0.999999984975699	0.512394677520469	0.512394677520469
"147"	0.95	0.0499999938132362	0.451339127423834	0.451339127423834
"148"	0.95	0.999999993813236	0.531784963251968	0.531784963251968
"149"	0.99	0.00999999478556585	0.438788993049849	0.438788993049849
"150"	0.99	0.999999994785566	0.54438817514885	0.54438817514885
"151"	0.69	0.309999984975699	0.474369178186692	0.474369178186692
"152"	0.69	0.999999984975699	0.51567538914426	0.51567538914426
"153"	0.95	0.0499999938132362	0.455211686518672	0.455211686518672
"154"	0.95	0.999999993813236	0.534863749768654	0.534863749768654
"155"	0.99	0.00999999478556585	0.442773188574007	0.442773188574007
"156"	0.99	0.999999994785566	0.547332843495513	0.547332843495513
